,Unnamed: 0_level_0,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,derived,derived,derived,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,measured,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata,metadata
,Unnamed: 0_level_1,BO3,BO4,BT,CO2,CO3,DIC,HCO3,P_in,S_in,TA,T_in,pCO2,BOH4/DIC,BOH4_HCO3,deep_omega,B/Ca,B/Ca.1,B/Ca.2,B/Ca.3,B/Ca_std,BOH4_HCO3,BT,DIC,PO4,TA,TP,TS,depth_m,n,pHtot,pHtot_std,sal,sal_std,temp_C,temp_C_MgCa,temp_C_d18O,temp_C_std,Core,Description,Site,comments,core_depth_m,doi,lat,lon,sample_depth,shortref,site_info,size_fraction,species
116,123,363.04413200269096,49.07253399730907,412.11666600000007,27.918318353387583,78.24809170022938,2296.359459176441,2190.193049122824,444.1,34.6983,2396.247098845299,1.3453700000000002,468.9120598740243,,,,130.54937171306207,,,,,0.02242174423977381,412.41408000000007,,,,,,4441.0,1.0,7.784641376997856,,,,1.3453700000000002,,,,131 BX,,,R,,10.1016/j.epsl.2007.03.025,0.0,-162.7,core-top,Yu2007,,,C. wuellerstorfi
117,124,366.26143900243693,45.502475854705935,411.76391485714277,29.912211615479396,79.90175533751272,2329.6801603869453,2219.866193433954,276.7,34.6686,2425.6669708568147,1.66765,508.5049729482066,,,,207.2653727997987,201.17462883753345,213.3561167620639,,,0.02051263898521946,412.0610742857143,,,,,,2767.0,2.0,7.834095470547391,,,,1.66765,,,,79 BX,,,R,,10.1016/j.epsl.2007.03.025,2.79,-156.23,core-top,Yu2007,,,C. wuellerstorfi
118,125,371.3290284290696,40.27454499950184,411.6035734285714,34.161398073318345,72.08761907821959,2336.6280036170942,2230.378986465557,230.0,34.6551,2415.276057159256,1.92996,586.486448271415,,,,232.9,,,,,0.01807029672872317,411.90061714285713,,,,,,2300.0,1.0,7.797156413631479,,,,1.92996,,,,102BX,,,"R,r",,10.1016/j.epsl.2007.03.025,-3.6,-161.317,core-top,Yu2007,,,C. wuellerstorfi
119,126,366.0801538095912,45.880921618980246,411.96107542857146,30.078976934394607,76.23367801393215,2321.2988378216514,2214.986182873325,373.2,34.6852,2413.80307713775,1.4677,507.52152358428145,,,,158.4213737948691,,,,,0.020728812240577432,412.2583771428572,,,,,,3732.0,1.0,7.78833172823807,,,,1.4677,,,,128 BX,,,R,,10.1016/j.epsl.2007.03.025,0.0,-161.43,core-top,Yu2007,,,C. wuellerstorfi
120,127,370.62926640883285,40.71657301973853,411.3458394285714,33.457887478188894,74.65806646404343,2333.727283847949,2225.6113299057165,192.4,34.6334,2416.119681115492,2.29914,582.3716569434669,,,,199.65162373659848,,,,,0.01830775956966369,411.64269714285723,,,,,,1924.0,1.0,7.818490051246528,,,,2.29914,,,,88 BX,,,R,,10.1016/j.epsl.2007.03.025,-0.05,-155.87,core-top,Yu2007,,,C. wuellerstorfi
121,128,370.61731494797635,40.73089990916646,411.34821485714286,33.45013993919967,74.65370241686125,2333.757961738255,2225.654119382194,193.2,34.6336,2416.167993616329,2.29679,582.1861468195784,,,,200.21807160545944,203.67174181966598,196.76440139125287,,,0.018313849397013818,411.6450742857143,,,,,,1932.0,2.0,7.818252457016397,,,,2.29679,,,,89P,,,R,,10.1016/j.epsl.2007.03.025,0.0,-155.85,core-top,Yu2007,,,C. wuellerstorfi
122,129,363.94524923701744,48.17141676298267,412.11666600000007,28.44280914365032,76.95923527330315,2294.185735680273,2188.78369126332,434.1,34.6983,2391.350212476395,1.33704,477.5696449798455,,,,167.19526312622645,,,,,0.02202418677922309,412.41408000000007,,,,,,4341.0,1.0,7.780945355215522,,,,1.33704,,,,5.5BC58,,,"R,r",,10.1016/j.epsl.2007.03.025,-0.013333333333333334,-162.2235,core-top,Yu2007,,,C. wuellerstorfi
123,130,363.94524923701744,48.17141676298267,412.11666600000007,28.44280914365032,76.95923527330315,2294.185735680273,2188.78369126332,434.1,34.6983,2391.350212476395,1.33704,477.5696449798455,,,,142.1995577187615,,,,,0.02202418677922309,412.41408000000007,,,,,,4341.0,1.0,7.780945355215522,,,,1.33704,,,,5.5BC58,,,O,,10.1016/j.epsl.2007.03.025,-0.013333333333333334,-162.2235,core-top,Yu2007,,,C. wuellerstorfi
124,131,363.94524923701744,48.17141676298267,412.11666600000007,28.44280914365032,76.95923527330315,2294.185735680273,2188.78369126332,434.1,34.6983,2391.350212476395,1.33704,477.5696449798455,,,,135.55307005824838,,,,,0.02202418677922309,412.41408000000007,,,,,,4341.0,1.0,7.780945355215522,,,,1.33704,,,,5.5BC58,,,O,,10.1016/j.epsl.2007.03.025,-0.013333333333333334,-162.2235,core-top,Yu2007,,,C. wuellerstorfi
125,132,363.0448102169168,49.07185578308332,412.11666600000007,27.91823203182584,78.25077047284306,2296.3592643522634,2190.1902618475947,444.0,34.6983,2396.249006581354,1.34535,468.91025252019784,,,,142.86418619528615,,,,,0.02242146289065364,412.41408000000007,,,,,,4440.0,1.0,7.784688088536399,,,,1.34535,,,,BC66,,,R,,10.1016/j.epsl.2007.03.025,-0.0004,-162.7,core-top,Yu2007,,,C. wuellerstorfi
126,133,363.0448102169168,49.07185578308332,412.11666600000007,27.91823203182584,78.25077047284306,2296.3592643522634,2190.1902618475947,444.0,34.6983,2396.249006581354,1.34535,468.91025252019784,,,,132.88450075270245,,,,,0.02242146289065364,412.41408000000007,,,,,,4440.0,1.0,7.784688088536399,,,,1.34535,,,,BC66,,,O,,10.1016/j.epsl.2007.03.025,-0.0004,-162.7,core-top,Yu2007,,,C. wuellerstorfi
127,134,371.74332558313165,39.66308727401145,411.4064128571431,34.53626848438216,72.15726521441933,2334.769869614528,2228.076335915726,201.5,34.63850000000001,2412.5095088834346,2.20428,599.0223037972871,,,,186.29924635049233,185.6874883336094,186.91100436737526,,,0.017814340767557932,411.7033142857143,,,,,,2015.0,2.0,7.8020593050053275,,,,2.20428,,,,1.5BC33,,,R,,10.1016/j.epsl.2007.03.025,-0.9976666666666668,-157.84866666666667,core-top,Yu2007,,,C. wuellerstorfi
128,135,371.74332558313165,39.66308727401145,411.4064128571431,34.53626848438216,72.15726521441933,2334.769869614528,2228.076335915726,201.5,34.63850000000001,2412.5095088834346,2.20428,599.0223037972871,,,,192.02621372405025,,,,,0.017814340767557932,411.7033142857143,,,,,,2015.0,1.0,7.8020593050053275,,,,2.20428,,,,1.5BC33,,,O,,10.1016/j.epsl.2007.03.025,-0.9976666666666668,-157.84866666666667,core-top,Yu2007,,,C. wuellerstorfi
129,136,371.74332558313165,39.66308727401145,411.4064128571431,34.53626848438216,72.15726521441933,2334.769869614528,2228.076335915726,201.5,34.63850000000001,2412.5095088834346,2.20428,599.0223037972871,,,,206.21949891025662,,,,,0.017814340767557932,411.7033142857143,,,,,,2015.0,1.0,7.8020593050053275,,,,2.20428,,,,1.5BC33,,,O,,10.1016/j.epsl.2007.03.025,-0.9976666666666668,-157.84866666666667,core-top,Yu2007,,,C. wuellerstorfi
130,137,371.74332558313165,39.66308727401145,411.4064128571431,34.53626848438216,72.15726521441933,2334.769869614528,2228.076335915726,201.5,34.63850000000001,2412.5095088834346,2.20428,599.0223037972871,,,,185.9486447578456,,,,,0.017814340767557932,411.7033142857143,,,,,,2015.0,1.0,7.8020593050053275,,,,2.20428,,,,1.5BC33,,,O,,10.1016/j.epsl.2007.03.025,-0.9976666666666668,-157.84866666666667,core-top,Yu2007,,,C. wuellerstorfi
131,138,371.74332558313165,39.66308727401145,411.4064128571431,34.53626848438216,72.15726521441933,2334.769869614528,2228.076335915726,201.5,34.63850000000001,2412.5095088834346,2.20428,599.0223037972871,,,,183.5737511451902,,,,,0.017814340767557932,411.7033142857143,,,,,,2015.0,1.0,7.8020593050053275,,,,2.20428,,,,1.5BC33,,,O,,10.1016/j.epsl.2007.03.025,-0.9976666666666668,-157.84866666666667,core-top,Yu2007,,,C. wuellerstorfi
132,139,372.40485471068087,38.6036738607478,411.0085285714286,35.159322254607645,71.75719790230346,2323.2731192798487,2216.3565991229384,161.4,34.605,2398.9487736512465,2.84944,624.5938196096918,,,,203.88016701690566,207.0206199613753,200.73971407243602,,,0.01743019744870545,411.3051428571428,,,,,,1614.0,2.0,7.803124613210643,,,,2.84944,,,,1BC7,,,R,,10.1016/j.epsl.2007.03.025,-2.1791666666666667,-157.00133333333332,core-top,Yu2007,,,C. wuellerstorfi
133,140,372.40485471068087,38.6036738607478,411.0085285714286,35.159322254607645,71.75719790230346,2323.2731192798487,2216.3565991229384,161.4,34.605,2398.9487736512465,2.84944,624.5938196096918,,,,191.52243636451442,,,,,0.01743019744870545,411.3051428571428,,,,,,1614.0,1.0,7.803124613210643,,,,2.84944,,,,1BC7,,,O,,10.1016/j.epsl.2007.03.025,-2.1791666666666667,-157.00133333333332,core-top,Yu2007,,,C. wuellerstorfi
134,141,372.40485471068087,38.6036738607478,411.0085285714286,35.159322254607645,71.75719790230346,2323.2731192798487,2216.3565991229384,161.4,34.605,2398.9487736512465,2.84944,624.5938196096918,,,,193.16037766168202,,,,,0.01743019744870545,411.3051428571428,,,,,,1614.0,1.0,7.803124613210643,,,,2.84944,,,,1BC7,,,O,,10.1016/j.epsl.2007.03.025,-2.1791666666666667,-157.00133333333332,core-top,Yu2007,,,C. wuellerstorfi
135,142,372.4059421977883,38.60139865935458,411.0073408571429,35.16230130879293,71.74338096267863,2323.2434024730233,2216.337720201552,161.6,34.6049,2398.899869119185,2.84837,624.6215128201021,,,,198.53133272009396,194.09155101687114,202.9711144233167,,,0.01742931862053661,411.3039542857143,,,,,,1616.0,2.0,7.8030038945943785,,,,2.84837,,,,1BC3,,,R,,10.1016/j.epsl.2007.03.025,-2.2426666666666666,-156.99783333333338,core-top,Yu2007,,,C. wuellerstorfi
136,143,372.4059421977883,38.60139865935458,411.0073408571429,35.16230130879293,71.74338096267863,2323.2434024730233,2216.337720201552,161.6,34.6049,2398.899869119185,2.84837,624.6215128201021,,,,191.52820496091223,,,,,0.01742931862053661,411.3039542857143,,,,,,1616.0,1.0,7.8030038945943785,,,,2.84837,,,,1BC3,,,O,,10.1016/j.epsl.2007.03.025,-2.2426666666666666,-156.99783333333338,core-top,Yu2007,,,C. wuellerstorfi
137,144,372.4059421977883,38.60139865935458,411.0073408571429,35.16230130879293,71.74338096267863,2323.2434024730233,2216.337720201552,161.6,34.6049,2398.899869119185,2.84837,624.6215128201021,,,,194.8130373502248,,,,,0.01742931862053661,411.3039542857143,,,,,,1616.0,1.0,7.8030038945943785,,,,2.84837,,,,1BC3,,,O,,10.1016/j.epsl.2007.03.025,-2.2426666666666666,-156.99783333333338,core-top,Yu2007,,,C. wuellerstorfi
138,145,371.7443506887742,39.66324988265439,411.40760057142853,34.5370261900995,72.15313533895838,2334.784220161433,2228.0940586323745,201.6,34.6386,2412.519069994853,2.2031,599.0092334657979,,,,184.29635577311973,184.53381068655145,184.058900859688,,,0.01781427210235967,411.7045028571428,,,,,,2016.0,2.0,7.802020276559667,,,,2.2031,,,,1.5BC11,,,R,,10.1016/j.epsl.2007.03.025,-1.0166666666666666,-157.83333333333334,core-top,Yu2007,,,C. wuellerstorfi
139,146,371.7443506887742,39.66324988265439,411.40760057142853,34.5370261900995,72.15313533895838,2334.784220161433,2228.0940586323745,201.6,34.6386,2412.519069994853,2.2031,599.0092334657979,,,,187.90429023504169,,,,,0.01781427210235967,411.7045028571428,,,,,,2016.0,1.0,7.802020276559667,,,,2.2031,,,,1.5BC11,,,O,,10.1016/j.epsl.2007.03.025,-1.0166666666666666,-157.83333333333334,core-top,Yu2007,,,C. wuellerstorfi
140,147,371.5715346834663,39.969089887962376,411.5406245714286,34.47324588477755,71.57648095686486,2338.086200657169,2232.0364738155267,230.1,34.6498,2415.6035184310945,1.97669,592.866327451238,,,,183.27073477408032,,,,,0.01791992873840857,411.8376228571428,,,,,,2301.0,1.0,7.792947267027105,,,,1.97669,,,,2BC13,,,O,,10.1016/j.epsl.2007.03.025,0.008,-158.9128,core-top,Yu2007,,,C. wuellerstorfi
141,148,371.5715346834663,39.969089887962376,411.5406245714286,34.47324588477755,71.57648095686486,2338.086200657169,2232.0364738155267,230.1,34.6498,2415.6035184310945,1.97669,592.866327451238,,,,178.34326460604657,,,,,0.01791992873840857,411.8376228571428,,,,,,2301.0,1.0,7.792947267027105,,,,1.97669,,,,2BC13,,,O,,10.1016/j.epsl.2007.03.025,0.008,-158.9128,core-top,Yu2007,,,C. wuellerstorfi
142,149,369.14053300411416,42.61625556731442,411.7567885714285,32.433511632791536,73.7949710199291,2335.550217751433,2229.3217350987125,295.9,34.668,2419.9810475329527,1.6625299999999998,551.2578328974456,,,,190.3347915795794,,,,,0.01913003850077469,412.0539428571429,,,,,,2959.0,1.0,7.791936535395992,,,,1.6625299999999998,,,,3BC16,,,R,,10.1016/j.epsl.2007.03.025,0.013833333333333331,-160.45166666666663,core-top,Yu2007,,,C. wuellerstorfi
143,150,369.11748821187484,42.639300359553616,411.7567885714285,32.416547176807306,73.81379600209246,2335.4991119523293,2229.2687687734297,296.5,34.668,2419.988927271902,1.6623299999999999,550.9653166722763,,,,183.92145572516316,,,,,0.01914083785850682,412.0539428571429,,,,,,2965.0,1.0,7.791877300919372,,,,1.6623299999999999,,,,3BC24,,,R,,10.1016/j.epsl.2007.03.025,0.007833333333333333,-160.42533333333333,core-top,Yu2007,,,C. wuellerstorfi
144,151,366.22506514122637,45.656433430202284,411.88149857142855,30.09721428402257,77.24809757710527,2324.1655558101397,2216.8202439490124,341.1,34.6785,2417.449002517903,1.53607,509.13078081365484,,,,174.85923465241024,,,,,0.020610323560891482,412.1787428571429,,,,,,3411.0,1.0,7.802468820424494,,,,1.53607,,,,4BC51,,,R,,10.1016/j.epsl.2007.03.025,-0.0235,-161.0165,core-top,Yu2007,,,C. wuellerstorfi
145,152,366.22506514122637,45.656433430202284,411.88149857142855,30.09721428402257,77.24809757710527,2324.1655558101397,2216.8202439490124,341.1,34.6785,2417.449002517903,1.53607,509.13078081365484,,,,163.39445788408239,,,,,0.020610323560891482,412.1787428571429,,,,,,3411.0,1.0,7.802468820424494,,,,1.53607,,,,4BC51,,,O,,10.1016/j.epsl.2007.03.025,-0.0235,-161.0165,core-top,Yu2007,,,C. wuellerstorfi
146,153,366.22506514122637,45.656433430202284,411.88149857142855,30.09721428402257,77.24809757710527,2324.1655558101397,2216.8202439490124,341.1,34.6785,2417.449002517903,1.53607,509.13078081365484,,,,149.49881352155006,,,,,0.020610323560891482,412.1787428571429,,,,,,3411.0,1.0,7.802468820424494,,,,1.53607,,,,4BC51,,,O,,10.1016/j.epsl.2007.03.025,-0.0235,-161.0165,core-top,Yu2007,,,C. wuellerstorfi
147,154,363.0491173179016,49.06754868209853,412.11666600000007,27.919950674438052,78.24803504735208,2296.357474025433,2190.189488303643,443.8,34.6983,2396.238333476139,1.34237,468.88584814418994,,,,168.71184081218917,,,,,0.02241950284776933,412.41408000000007,,,,,,4438.0,1.0,7.784786278637417,,,,1.34237,,,,6BC74,,,"R,r",,10.1016/j.epsl.2007.03.025,0.0006666666666666666,-162.73466666666667,core-top,Yu2007,,,C. wuellerstorfi
148,155,363.0491173179016,49.06754868209853,412.11666600000007,27.919950674438052,78.24803504735208,2296.357474025433,2190.189488303643,443.8,34.6983,2396.238333476139,1.34237,468.88584814418994,,,,133.22695238299204,,,,,0.02241950284776933,412.41408000000007,,,,,,4438.0,1.0,7.784786278637417,,,,1.34237,,,,6BC74,,,O,,10.1016/j.epsl.2007.03.025,0.0006666666666666666,-162.73466666666667,core-top,Yu2007,,,C. wuellerstorfi
149,156,370.6146789676343,41.01739960379431,411.6320785714286,33.5664615178889,72.96005202670831,2337.3620091368434,2230.835495592246,244.5,34.6575,2418.225180144517,1.8840299999999999,575.2818548435653,,,,176.50138093394497,,,,,0.018399833106206527,411.9291428571429,,,,,,2445.0,1.0,7.798649438279426,,,,1.8840299999999999,,,,2.5BC37,,,O,,10.1016/j.epsl.2007.03.025,0.004666666666666667,-159.48383333333334,core-top,Yu2007,,,C. wuellerstorfi
150,157,370.6146789676343,41.01739960379431,411.6320785714286,33.5664615178889,72.96005202670831,2337.3620091368434,2230.835495592246,244.5,34.6575,2418.225180144517,1.8840299999999999,575.2818548435653,,,,171.0047841359651,,,,,0.018399833106206527,411.9291428571429,,,,,,2445.0,1.0,7.798649438279426,,,,1.8840299999999999,,,,2.5BC37,,,O,,10.1016/j.epsl.2007.03.025,0.004666666666666667,-159.48383333333334,core-top,Yu2007,,,C. wuellerstorfi
151,158,366.10380909510417,45.85726633346733,411.96107542857146,30.085016732258925,76.27351074437256,2321.3107163739232,2214.9521888972918,371.1,34.6852,2413.8253410101747,1.46889,507.6464151663549,,,,157.89084563962749,,,,,0.020718442850983936,412.2583771428572,,,,,,3711.0,1.0,7.789191371218973,,,,1.46889,,,,4.5BC53,,,O,,10.1016/j.epsl.2007.03.025,-0.008833333333333334,-161.38866666666667,core-top,Yu2007,,,C. wuellerstorfi
152,159,366.10380909510417,45.85726633346733,411.96107542857146,30.085016732258925,76.27351074437256,2321.3107163739232,2214.9521888972918,371.1,34.6852,2413.8253410101747,1.46889,507.6464151663549,,,,151.6232385107687,,,,,0.020718442850983936,412.2583771428572,,,,,,3711.0,1.0,7.789191371218973,,,,1.46889,,,,4.5BC53,,,O,,10.1016/j.epsl.2007.03.025,-0.008833333333333334,-161.38866666666667,core-top,Yu2007,,,C. wuellerstorfi
153,1,349.55745392047487,65.46911207952525,415.0265660000002,18.38645435386105,110.97125347114729,2170.2007589837267,2040.8430511587185,305.2,34.94330000000001,2329.080223855043,2.8862900000000002,327.73535358032575,,,,136.14509351136812,138.70447783923996,130.8753668851957,138.8554358096687,,0.03210259574685752,415.3260800000001,,,,,,3052.0,3.0,7.980601935438129,,,,2.8862900000000002,,,,T88 12B,,,R,,10.1016/j.epsl.2007.03.025,44.1,24.9,core-top,Yu2007,,,C. mundulus
154,2,349.55745392047487,65.46911207952525,415.0265660000002,18.38645435386105,110.97125347114729,2170.2007589837267,2040.8430511587185,305.2,34.94330000000001,2329.080223855043,2.8862900000000002,327.73535358032575,,,,146.99063072855952,,,,,0.03210259574685752,415.3260800000001,,,,,,3052.0,1.0,7.980601935438129,,,,2.8862900000000002,,,,T88 12B,,,O,,10.1016/j.epsl.2007.03.025,44.1,24.9,core-top,Yu2007,,,C. mundulus
155,3,350.8648530801069,64.10589034846453,414.9707434285714,19.00831255270777,108.43603910575928,2183.294759494718,2055.8504078362507,313.3,34.9386,2337.6229830913917,2.77176,337.3701103044765,,,,138.303991186313,,,,,0.031204679910793117,415.27021714285723,,,,,,3133.0,1.0,7.966946834815115,,,,2.77176,,,,T88 13B,,,R,,10.1016/j.epsl.2007.03.025,42.9,25.3,core-top,Yu2007,,,C. mundulus
156,4,350.1766471181553,64.87486088184473,415.051508,18.5060020963892,110.8575281358888,2167.643682014454,2038.2801517821758,285.8,34.9454,2325.698474612015,2.96067,330.7828607275439,,,,145.7229172404659,,,,,0.03185120521527859,415.35104,,,,,,2858.0,1.0,7.985297108545343,,,,2.96067,,,,T88 14B,,,R,,10.1016/j.epsl.2007.03.025,40.4,25.8,core-top,Yu2007,,,C. mundulus
157,5,351.1284726790845,63.928973892344096,415.0574465714286,18.81587863668112,109.81712920747444,2169.288057156651,2040.655049312496,273.8,34.9459,2325.0389552348747,2.9998099999999996,336.81147409006167,,,,143.6582602675831,,,,,0.03135028127873933,415.3569828571429,,,,,,2738.0,1.0,7.983661282002601,,,,2.9998099999999996,,,,T88 15aB,,,R,,10.1016/j.epsl.2007.03.025,38.9,25.0,core-top,Yu2007,,,C. mundulus
158,6,351.8229606873371,63.25230159837727,415.07526228571436,19.234969849319004,107.88155331495945,2180.5659819620873,2053.4494587978093,293.4,34.94740000000001,2333.2620483945457,2.90772,343.1414552772244,,,,156.75179870409332,,,,,0.030825179985157193,415.3748114285715,,,,,,2934.0,1.0,7.968845049728991,,,,2.90772,,,,T88 17B,,,R,,10.1016/j.epsl.2007.03.025,35.4,29.4,core-top,Yu2007,,,C. mundulus
159,7,349.2755677301236,65.4053734127336,414.6809411428572,18.977406663734453,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,,,,119.44193614097335,,,,,0.031533832370290914,414.98020571428566,,,,,,3945.0,1.0,7.9371994801419214,,,,2.55605,,,,T90 4B,,,O,,10.1016/j.epsl.2007.03.025,47.2,21.386999999999997,core-top,Yu2007,,,C. mundulus
160,8,349.2755677301236,65.4053734127336,414.6809411428572,18.977406663734453,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,,,,123.91615287055114,123.4594025704598,124.37290317064249,,,0.031533832370290914,414.98020571428566,,,,,,3945.0,2.0,7.9371994801419214,,,,2.55605,,,,T90 4B,,,R,,10.1016/j.epsl.2007.03.025,47.2,21.386999999999997,core-top,Yu2007,,,C. mundulus
161,9,349.2755677301236,65.4053734127336,414.6809411428572,18.977406663734453,107.25890494176399,2201.8665115823433,2075.6301999768443,394.5,34.9142,2356.325139973056,2.55605,334.07403513887004,,,,124.6529365246038,,,,,0.031533832370290914,414.98020571428566,,,,,,3945.0,1.0,7.9371994801419214,,,,2.55605,,,,T90 4B,,,"R, RB",,10.1016/j.epsl.2007.03.025,47.2,21.386999999999997,core-top,Yu2007,,,C. mundulus
162,10,348.34444106708895,66.66906007576821,415.0135011428572,17.951183608519933,112.98756501066612,2166.5179477369547,2035.579199117769,306.9,34.9422,2329.0659995835526,2.87411,319.82982726722304,,,,141.4529450916557,,,,,0.03277552327656992,415.31300571428574,,,,,,3069.0,1.0,7.989247920908519,,,,2.87411,,,,T90 5B,,,R,,10.1016/j.epsl.2007.03.025,46.0,23.848000000000003,core-top,Yu2007,,,C. mundulus
163,11,348.34444106708895,66.66906007576821,415.0135011428572,17.951183608519933,112.98756501066612,2166.5179477369547,2035.579199117769,306.9,34.9422,2329.0659995835526,2.87411,319.82982726722304,,,,136.0864307544228,,,,,0.03277552327656992,415.31300571428574,,,,,,3069.0,1.0,7.989247920908519,,,,2.87411,,,,T90 5B,,,O,,10.1016/j.epsl.2007.03.025,46.0,23.848000000000003,core-top,Yu2007,,,C. mundulus
164,12,348.22644439772597,66.5863330308454,414.8127774285714,18.45511704250202,110.32832280425856,2196.3605026804403,2067.57706283368,375.2,34.9253,2355.621503344269,2.64747,326.0121024629282,,,,144.93307643044162,,,,,0.03222824816200935,415.11213714285714,,,,,,3752.0,1.0,7.955365056295536,,,,2.64747,,,,T90 7B,,,R,,10.1016/j.epsl.2007.03.025,46.295,23.605,core-top,Yu2007,,,C. mundulus
165,13,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882392,2189.3574085455757,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.72863088182066,,,,134.66416211121506,,,,,0.03114200364693405,415.2119771428572,,,,,,3393.0,1.0,7.953569727475463,,,,2.79718,,,,T90 8B,,,R,,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,,,C. mundulus
166,14,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882392,2189.3574085455757,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.72863088182066,,,,139.72392353059374,,,,,0.03114200364693405,415.2119771428572,,,,,,3393.0,1.0,7.953569727475463,,,,2.79718,,,,T90 8B,,,O,,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,,,C. mundulus
167,15,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882392,2189.3574085455757,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.72863088182066,,,,135.88387954727813,,,,,0.03114200364693405,415.2119771428572,,,,,,3393.0,1.0,7.953569727475463,,,,2.79718,,,,T90 8B,,,"R, RB",,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,,,C. mundulus
168,16,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882392,2189.3574085455757,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.72863088182066,,,,131.9214260615229,,,,,0.03114200364693405,415.2119771428572,,,,,,3393.0,1.0,7.953569727475463,,,,2.79718,,,,T90 8B,,,O,,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,,,C. mundulus
169,17,350.7223991321993,64.19014629637213,414.9125454285715,19.12365145494628,107.53826059882392,2189.3574085455757,2062.695496491805,339.3,34.9337,2342.7504134815445,2.79718,339.72863088182066,,,,131.83168991920215,,,,,0.03114200364693405,415.2119771428572,,,,,,3393.0,1.0,7.953569727475463,,,,2.79718,,,,T90 8B,,,O,,10.1016/j.epsl.2007.03.025,46.2,23.715,core-top,Yu2007,,,C. mundulus
170,18,347.2401119035205,67.38025581076536,414.6203677142858,17.155046333797458,118.74139001692602,2137.2920971638628,2001.39566081314,216.2,34.90910000000001,2307.1795552352564,3.3124800000000003,310.58688951693216,,,,169.26356567590082,,,,,0.03369093064849595,414.9195885714286,,,,,,2162.0,1.0,8.03843507877812,,,,3.3124800000000003,,,,T90 10B,,,R,,10.1016/j.epsl.2007.03.025,45.355,27.151999999999997,core-top,Yu2007,,,C. mundulus
171,19,350.1829213633602,64.79851149378266,414.98143285714286,18.707812243551697,108.914283352125,2174.142954463929,2046.5208588682528,320.8,34.9395,2329.9512293674647,2.7872,332.2293444469744,,,,142.6584749558977,,,,,0.031685616411968216,415.28091428571435,,,,,,3208.0,1.0,7.96826977103843,,,,2.7872,,,,T90 11B,,,R,,10.1016/j.epsl.2007.03.025,45.0,24.66,core-top,Yu2007,,,C. mundulus
172,20,350.1829213633602,64.79851149378266,414.98143285714286,18.707812243551697,108.914283352125,2174.142954463929,2046.5208588682528,320.8,34.9395,2329.9512293674647,2.7872,332.2293444469744,,,,146.83508386989175,,,,,0.031685616411968216,415.28091428571435,,,,,,3208.0,1.0,7.96826977103843,,,,2.7872,,,,T90 11B,,,O,,10.1016/j.epsl.2007.03.025,45.0,24.66,core-top,Yu2007,,,C. mundulus
173,21,350.1829213633602,64.79851149378266,414.98143285714286,18.707812243551697,108.914283352125,2174.142954463929,2046.5208588682528,320.8,34.9395,2329.9512293674647,2.7872,332.2293444469744,,,,144.0,,,,,0.031685616411968216,415.28091428571435,,,,,,3208.0,1.0,7.96826977103843,,,,2.7872,,,,T90 11B,,,"R, RB",,10.1016/j.epsl.2007.03.025,45.0,24.66,core-top,Yu2007,,,C. mundulus
174,22,350.8369903265405,63.858203387745256,414.69519371428567,19.57718408810802,104.05745677674204,2202.3176884832355,2078.6830476183854,401.6,34.9154,2351.4044350337813,2.57709,344.9058401841314,,,,124.0107581576832,,,,,0.030742680219666738,414.9944685714285,,,,,,4016.0,1.0,7.920851333164139,,,,2.57709,,,,T90 13B,,,R,,10.1016/j.epsl.2007.03.025,44.0,20.017,core-top,Yu2007,,,C. mundulus
175,23,350.8369903265405,63.858203387745256,414.69519371428567,19.57718408810802,104.05745677674204,2202.3176884832355,2078.6830476183854,401.6,34.9154,2351.4044350337813,2.57709,344.9058401841314,,,,125.36027226537641,,,,,0.030742680219666738,414.9944685714285,,,,,,4016.0,1.0,7.920851333164139,,,,2.57709,,,,T90 13B,,,O,,10.1016/j.epsl.2007.03.025,44.0,20.017,core-top,Yu2007,,,C. mundulus
