,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,calculated,measured,measured,measured,measured,measured,measured,measured,metadata,metadata,metadata,metadata,metadata,metadata
,BO3,BO4,BT,CO2,CO3,DIC,HCO3,P_in,S_in,TA,T_in,pCO2,B/Ca,B/Ca_std,BOH4_HCO3,BT,depth_m,pHtot,temp_C,doi,lat,lon,sample_depth,shortref,species
3,352.26103698517187,61.87116541757915,414.13220240275103,30.5107952231207,142.16706207678806,3266.5149115303198,3093.8370542304106,470.2,34.867998758951856,3440.67898592149,1.44377303123474,514.9011421531268,126.009183045991,6.17596705160767,0.02001263,414.431070963542,4702.0,7.88248136942841,1.44377303123474,10.1016/j.epsl.2011.08.023,2.732,-20.938,10-15,Brown2011,N. umbonifera
4,350.57290657659155,63.92464960300005,414.4975561795916,29.534565248731713,159.80482914423615,3344.9748243221907,3155.635429929222,377.5,34.898759841918945,3539.9157158849694,2.37651991844177,516.3912792809789,136.337421980915,6.733,0.0202719179066223,414.796688406808,3775.0,7.93687736228727,2.37651991844177,10.1016/j.epsl.2011.08.023,28.57,-46.35,0-1,Brown2011,N. umbonifera
5,350.7397670864198,64.01182939163418,414.751596478054,29.642990279841573,160.41891006883637,3355.0936972472073,3165.0317968985296,384.1,34.92014884948735,3550.641289373727,2.63243293762207,523.3376145942193,136.984113230933,6.733,0.0202392990634632,415.050912039621,3841.0,7.93060396833641,2.63243293762207,10.1016/j.epsl.2011.08.023,32.45,-34.75,0-1,Brown2011,N. umbonifera
6,351.3549490816157,63.09268555903265,414.4476346406484,29.938661834478296,154.34117121445027,3319.9371496785434,3135.657316629615,404.1,34.894556681315116,3508.1606774432244,2.4300000667572,524.4932143342646,137.714751753855,6.733,0.0201355606025199,414.746730840774,4041.0,7.91549156849586,2.4300000667572,10.1016/j.epsl.2011.08.023,34.97,-17.35,0-1,Brown2011,N. umbonifera
7,350.1995652901207,64.1981043917007,414.3976696818214,29.619631713080878,158.98511202614608,3357.3851811039576,3168.780437364731,402.4,34.8903498649597,3551.6821575439685,2.2409999370575,515.2263631353997,126.491929670049,6.17596705160767,0.0202741830122416,414.696729823521,4024.0,7.92762053341285,2.2409999370575,10.1016/j.epsl.2011.08.023,5.45521666666667,-43.7481666666667,8-10,Brown2011,N. umbonifera
8,353.0442459590506,60.696614922754506,413.74086088180513,30.599657875990417,140.42775869643063,3225.762242197335,3054.7348256249143,435.8,34.8350496292114,3396.938782613423,1.80242002010345,523.3733977936309,144.757207498205,2.661,0.0198840231889735,414.039447021484,4358.0,7.88745855373649,1.80242002010345,10.1016/j.epsl.2011.08.023,5.97621666666667,-43.7399333333333,3-5,Brown2011,N. umbonifera
9,357.17961424665606,55.98045396885077,413.16006821550684,31.688720307244047,117.29797029885175,3014.130312487476,2865.14362188138,475.5,34.786149597168006,3156.290880396897,1.60145699977875,537.7315537877821,97.4650571946007,4.278523,0.019552546404679,413.458235212054,4755.0,7.82879665945192,1.60145699977875,10.1016/j.epsl.2011.08.023,-27.1875,-1.5831,top,Brown2011,N. umbonifera
10,364.5441696829607,47.54382245346929,412.08799213643005,33.52216925958642,87.70768674038735,2659.5581544492125,2538.328298449239,441.6,34.69588579450337,2761.7585942229734,1.4336199760437,564.9213573696968,94.0820836364366,7.55414250742886,0.0187438849563236,412.38538544324,4416.0,7.76941770107515,1.4336199760437,10.1016/j.epsl.2011.08.023,5.0783,-139.6367,top,Brown2011,N. umbonifera
11,363.64485737946296,48.44904956989872,412.0939069493616,33.445824392893414,91.23661490651499,2711.1295932220146,2586.447153922606,443.1,34.6963837941488,2817.851378163562,1.44165897369385,563.8089532619982,108.272766487376,5.09935495920808,0.0187454106415989,412.39130452474,4431.0,7.77778609225455,1.44165897369385,10.1016/j.epsl.2011.08.023,4.0413,-139.8508,top,Brown2011,N. umbonifera
12,363.70054504098437,48.391019931562674,412.091564972547,33.400586906854905,91.20374464949761,2706.5632770311117,2581.9589454747593,437.6,34.69618661063061,2813.239736769749,1.43382394313812,562.8778126855639,100.087999217906,6.17596705160767,0.0187555044479361,412.388960857781,4376.0,7.78022151658467,1.43382394313812,10.1016/j.epsl.2011.08.023,-1.868,-139.7157,top,Brown2011,N. umbonifera
13,363.14711169713684,48.95590965208883,412.10302134922557,33.420836976430294,92.82149478683915,2737.616628421914,2611.374296658644,451.3,34.69715118408202,2846.4593930048636,1.44589996337891,563.4812589751313,124.407377538296,5.33,0.0187607115287293,412.400425502232,4513.0,7.77848278417563,1.44589996337891,10.1016/j.epsl.2011.08.023,-2.8853,-139.8317,top,Brown2011,N. umbonifera
14,363.44272747466806,48.658511771518384,412.1012392461865,33.351563050807776,92.70772718845501,2723.6646643187255,2597.6053740794623,430.1,34.69700113932289,2832.1673750530003,1.45099997520447,562.4219343447622,101.221548335,6.17596705160767,0.0187455830874365,412.398642113095,4301.0,7.7867150113274,1.45099997520447,10.1016/j.epsl.2011.08.023,0.11,-139.7233,top,Brown2011,N. umbonifera
15,364.1613991061407,47.93508283108641,412.0964819372271,33.38105162826602,89.95871158020896,2681.58515503915,2558.2453918306755,425.6,34.69660059611005,2786.5776387807186,1.43529796600342,562.5815544978853,107.345007530908,5.09935495920808,0.0187510066473163,412.393881370908,4256.0,7.78193856305457,1.43529796600342,10.1016/j.epsl.2011.08.023,-4.9738,-139.7373,top,Brown2011,N. umbonifera
16,364.36199407236614,47.72340257985607,412.0853966522222,33.43471112458266,89.07295598455609,2671.2998507441216,2548.792183634983,427.6,34.695667266845746,2775.137669867585,1.42159795761108,563.1889442799586,111.259956589855,5.09935495920808,0.0187374410667522,412.382788085938,4276.0,7.77887664735842,1.42159795761108,10.1016/j.epsl.2011.08.023,-0.8655,-139.8317,top,Brown2011,N. umbonifera
17,363.4867508123411,48.606882780536914,412.09363359287795,33.44741834021116,91.84845356875176,2720.9191917273497,2595.6233198183872,444.2,34.69636077880858,2828.41075365432,1.44326603412628,563.8702339889817,89.3159516693666,6.17596705160767,0.018739992334976,412.391030970982,4442.0,7.77878308504985,1.44326603412628,10.1016/j.epsl.2011.08.023,1.053,-138.947,0-5,Brown2011,N. umbonifera
18,349.5791861705647,64.86075302514251,414.4399391957072,29.34785822923363,161.9292562010548,3371.2951783723515,3180.0180639420632,397.9,34.893908760764376,3569.4834301144315,2.27381801605225,511.1392462196756,178.781916198655,5.00569270252621,0.02041106687369,414.739029842228,3979.0,7.93483261694358,2.27381801605225,10.1016/j.epsl.2011.08.023,36.1202,-72.292,0-1,Brown2011,N. umbonifera
19,349.50009083424516,65.00030613841103,414.50039697265623,29.228572501350396,163.3836824415602,3373.2412658550297,3180.629010912119,386.5,34.8989990234375,3573.1507049078164,2.30857110023499,509.74152355059675,160.126573631591,2.661,0.0204510538527634,414.79953125,3865.0,7.94148060564078,2.30857110023499,10.1016/j.epsl.2011.08.023,36.1233,-72.2798,0-1,Brown2011,N. umbonifera
20,355.0505666419785,58.26717125207989,413.31773789405844,31.151504398158036,128.07249711024744,3119.0973468791985,2959.873345370793,455.0,34.799424648284926,3274.8858703429655,1.50347900390625,526.6932586933933,131.219722191361,3.207,0.0196999041402865,413.616018676758,4550.0,7.86072739279173,1.50347900390625,10.1016/j.epsl.2011.08.023,5.0331,-42.733,3-5,Brown2011,N. umbonifera
21,355.0505666419785,58.26717125207989,413.31773789405844,31.151504398158036,128.07249711024744,3119.0973468791985,2959.873345370793,455.0,34.799424648284926,3274.8858703429655,1.50347900390625,526.6932586933933,131.465989037724,6.733,0.0196999041402865,413.616018676758,4550.0,7.86072739279173,1.50347900390625,10.1016/j.epsl.2011.08.023,5.0331,-42.733,89-91,Brown2011,N. umbonifera
22,351.5048070406506,62.529883113894336,414.03469015454493,30.17974911389779,149.2384971738334,3298.98301675371,3119.564770465979,430.0,34.85978868272569,3481.259736058654,1.99832403659821,520.101897201727,134.424396527571,3.207,0.020058890879574,414.333488343254,4300.0,7.9029372332472,1.99832403659821,10.1016/j.epsl.2011.08.023,4.4753,-43.227,3-5,Brown2011,N. umbonifera
23,351.5048070406506,62.529883113894336,414.03469015454493,30.17974911389779,149.2384971738334,3298.98301675371,3119.564770465979,430.0,34.85978868272569,3481.259736058654,1.99832403659821,520.101897201727,113.896198727448,3.207,0.020058890879574,414.333488343254,4300.0,7.9029372332472,1.99832403659821,10.1016/j.epsl.2011.08.023,4.4753,-43.227,71-72,Brown2011,N. umbonifera
24,350.56358972960373,64.00016352318244,414.56375325278617,29.38564744574008,160.55795367329642,3339.1121415457033,3149.1685404266664,366.9,34.90433332655164,3535.035115258487,2.37507700920105,513.7768229099696,147.965265277477,7.06994681893319,0.020337543060402,414.862933252728,3669.0,7.94302732748955,2.37507700920105,10.1016/j.epsl.2011.08.023,4.7833,-43.4833,0-1,Brown2011,N. umbonifera
25,350.2973235591475,64.00977790943841,414.3071014685859,29.702430819908876,157.407780371856,3350.3291820351074,3163.218970843342,410.7,34.88272444407146,3542.769411147818,2.18963503837585,515.646958255771,140.281273854824,7.06994681893319,0.0202502491008468,414.606096249535,4107.0,7.92246408609869,2.18963503837585,10.1016/j.epsl.2011.08.023,4.875,-43.08,0-0.5,Brown2011,N. umbonifera
26,351.5034094910343,62.53128066351059,414.03469015454493,30.17959962597535,149.24022712688114,3299.062573423065,3119.6427466702085,430.0,34.85978868272569,3481.3424130978633,1.99517703056335,520.0375993675599,156.589232941565,4.35,0.0200588378100422,414.333488343254,4300.0,7.90298552677087,1.99517703056335,10.1016/j.epsl.2011.08.023,4.9167,-43.05,0-0.5,Brown2011,N. umbonifera
27,364.90942869541226,47.28224041369868,412.1916691091109,32.51296473797446,85.87497563272896,2583.745320030348,2465.3573796596443,399.5,34.7046149117606,2684.8447780068177,0.842577815055847,535.6937646205006,108.590844264707,4.35,0.0191924964636338,412.489137236926,3995.0,7.79607065776586,0.842577815055847,10.1016/j.epsl.2011.08.023,-60.284,-170.023,5-7,Brown2011,N. umbonifera
28,363.1122204970186,49.08657486673856,412.19879536375714,32.527761239221455,91.39852496829609,2682.276643225602,2558.350357018084,432.4,34.705214909144814,2790.7027529888205,0.851470410823822,536.1226839735119,76.3677467140518,7.06994681893319,0.019200653753609,412.496268634407,4324.0,7.79670711928117,0.851470410823822,10.1016/j.epsl.2011.08.023,-58.688,-169.979,5-7,Brown2011,N. umbonifera
29,366.17373473499975,45.84389204709295,412.0176267820927,33.15786060221869,84.0945378433944,2557.910152303696,2440.657753858083,369.4,34.6899613600511,2655.1601069490416,1.4783079624176,559.7131588309167,90.0057912780771,5.33,0.0187969723868728,412.314969308036,3694.0,7.7897552619387,1.4783079624176,10.1016/j.epsl.2011.08.023,6.157,-138.277,top,Brown2011,N. umbonifera
30,364.23664507534056,47.82983561030232,412.06648068564294,33.94920716316682,87.43872573065478,2690.1670055397826,2568.7790726459607,484.9,34.69407463073731,2791.951366901287,1.45651400089264,572.6103945978738,97.8457479238468,6.81064889948999,0.0186331139498828,412.363858468192,4849.0,7.74912379444183,1.45651400089264,10.1016/j.epsl.2011.08.023,1.058,-107.215,0-5,Brown2011,N. umbonifera
31,364.234085168779,47.84766874401062,412.08175391278957,33.466083923823525,89.55167833636534,2680.7542195747546,2557.736457314566,429.8,34.69536056518555,2785.164769665835,1.42517805099487,563.7932100463391,92.8625841096671,4.528,0.0187205366835884,412.379142717634,4298.0,7.77894457325857,1.42517805099487,10.1016/j.epsl.2011.08.023,0.11,-139.0,top,Brown2011,N. umbonifera
32,367.15457810667954,44.8654772845415,412.020055391221,33.736057798918836,81.10443405281275,2535.5801771242473,2420.7396852725155,376.5,34.690165837605804,2628.2696346954062,1.47553503513336,569.4139059035341,115.114234679221,5.33,0.0185471638354613,412.317399669829,3765.0,7.77545026606401,1.47553503513336,10.1016/j.epsl.2011.08.023,2.76,-110.552,3-4,Brown2011,N. umbonifera
33,366.2873108002335,45.74146028305364,412.02877108328715,33.5518256022998,84.08366842358751,2576.8637320887806,2459.2282380628926,379.1,34.69089965820315,2673.602622526283,1.47181499004364,566.2266908965844,95.442653366256,5.57329776905411,0.0186133478829619,412.326121651786,3791.0,7.78352272714601,1.47181499004364,10.1016/j.epsl.2011.08.023,0.037,-110.48,2-3,Brown2011,N. umbonifera
